Date,Time,Day,Rep,Chlorophyll-A (RFU),Treatment,Round
3-23-24,T10,20,3,780.16,-Thiamine,3
3-25-24,T11,22,1,1919.35,-Thiamine,3
3-25-24,T11,22,2,7387.67,-Thiamine,3
3-25-24,T11,22,3,1803.03,-Thiamine,3
3-27-24,T12,24,1,3655.09,-Thiamine,3
3-27-24,T12,24,2,6356.41,-Thiamine,3
3-27-24,T12,24,3,5410.08,-Thiamine,3
3-29-24,T13,26,1,3548.93,-Thiamine,3
3-29-24,T13,26,2,6266.73,-Thiamine,3
3-29-24,T13,26,3,4660.92,-Thiamine,3
3-31-24,T14,28,1,3296.45,-Thiamine,3
3-31-24,T14,28,2,5197.19,-Thiamine,3
3-31-24,T14,28,3,5117.54,-Thiamine,3
4-2-24,T15,30,1,3763.96,-Thiamine,3
4-2-24,T15,30,2,4074.22,-Thiamine,3
4-2-24,T15,30,3,3734.85,-Thiamine,3
4-4-24,T16,32,1,4154.61,-Thiamine,3
4-4-24,T16,32,2,3288.98,-Thiamine,3
4-4-24,T16,32,3,3966.02,-Thiamine,3
4-5-24,T0,0,1,78.16,Replete,4
4-5-24,T0,0,2,157.37,Replete,4
4-5-24,T0,0,3,87.34,Replete,4
4-7-24,T1,2,1,63.45,Replete,4
4-7-24,T1,2,2,65.4,Replete,4
4-7-24,T1,2,3,67.87,Replete,4
4-9-24,T2,4,1,84.77,Replete,4
4-9-24,T2,4,2,91.66,Replete,4
4-9-24,T2,4,3,70.91,Replete,4
4-11-24,T3,6,1,87.41,Replete,4
4-11-24,T3,6,2,94.44,Replete,4
4-11-24,T3,6,3,52.16,Replete,4
4-13-24,T4,8,1,99.7,Replete,4
4-13-24,T4,8,2,124.24,Replete,4
4-13-24,T4,8,3,180.71,Replete,4
4-15-24,T5,10,1,201.47,Replete,4
4-15-24,T5,10,2,175.47,Replete,4
4-15-24,T5,10,3,70.14,Replete,4
4-17-24,T6,12,1,274.78,Replete,4
4-17-24,T6,12,2,178.54,Replete,4
4-17-24,T6,12,3,74.86,Replete,4
4-19-24,T7,14,1,313.54,Replete,4
4-19-24,T7,14,2,435.03,Replete,4
4-19-24,T7,14,3,100.31,Replete,4
4-21-24,T8,16,1,505.51,Replete,4
4-21-24,T8,16,2,511.8,Replete,4
4-21-24,T8,16,3,91.57,Replete,4
4-23-24,T9,18,1,1115.65,Replete,4
4-23-24,T9,18,2,1069.09,Replete,4
4-23-24,T9,18,3,229.86,Replete,4
4-25-24,T10,20,1,1324.48,Replete,4
4-25-24,T10,20,2,1173.85,Replete,4
4-25-24,T10,20,3,194.05,Replete,4
4-27-24,T11,22,1,1375.25,Replete,4
4-27-24,T11,22,2,1495.3,Replete,4
4-27-24,T11,22,3,408.21,Replete,4
4-29-24,T12,24,1,1885.38,Replete,4
4-29-24,T12,24,2,1494.25,Replete,4
4-29-24,T12,24,3,599.02,Replete,4
5-1-24,T13,26,1,1741.98,Replete,4
5-1-24,T13,26,2,1989.31,Replete,4
5-1-24,T13,26,3,826.79,Replete,4
4-5-24,T0,0,1,57.52,-Biotin,4
4-5-24,T0,0,2,67.67,-Biotin,4
4-5-24,T0,0,3,97.55,-Biotin,4
4-7-24,T1,2,1,71.93,-Biotin,4
4-7-24,T1,2,2,74.85,-Biotin,4
4-7-24,T1,2,3,117.71,-Biotin,4
4-9-24,T2,4,1,70.74,-Biotin,4
4-9-24,T2,4,2,71.21,-Biotin,4
4-9-24,T2,4,3,80.8,-Biotin,4
4-11-24,T3,6,1,70.51,-Biotin,4
4-11-24,T3,6,2,74.3,-Biotin,4
4-11-24,T3,6,3,68.8,-Biotin,4
4-13-24,T4,8,1,72.48,-Biotin,4
4-13-24,T4,8,2,98.57,-Biotin,4
4-13-24,T4,8,3,79.9,-Biotin,4
4-15-24,T5,10,1,96.89,-Biotin,4
4-15-24,T5,10,2,92.55,-Biotin,4
4-15-24,T5,10,3,131.05,-Biotin,4
4-17-24,T6,12,1,78.81,-Biotin,4
4-17-24,T6,12,2,67.45,-Biotin,4
4-17-24,T6,12,3,204.99,-Biotin,4
4-19-24,T7,14,1,96.31,-Biotin,4
4-19-24,T7,14,2,217.7,-Biotin,4
4-19-24,T7,14,3,274.13,-Biotin,4
4-21-24,T8,16,1,127.21,-Biotin,4
4-21-24,T8,16,2,183.1,-Biotin,4
4-21-24,T8,16,3,493.61,-Biotin,4
4-23-24,T9,18,1,141.04,-Biotin,4
4-23-24,T9,18,2,246.27,-Biotin,4
4-23-24,T9,18,3,774,-Biotin,4
4-25-24,T10,20,1,335.16,-Biotin,4
4-25-24,T10,20,2,318.61,-Biotin,4
4-25-24,T10,20,3,1427.94,-Biotin,4
4-27-24,T11,22,1,756.12,-Biotin,4
4-27-24,T11,22,2,758.04,-Biotin,4
4-27-24,T11,22,3,1669.15,-Biotin,4
4-29-24,T12,24,1,1112.34,-Biotin,4
4-29-24,T12,24,2,1398.01,-Biotin,4
4-29-24,T12,24,3,2934.37,-Biotin,4
5-1-24,T13,26,1,2049.12,-Biotin,4
5-1-24,T13,26,2,1897.5,-Biotin,4
5-1-24,T13,26,3,2021.84,-Biotin,4
4-5-24,T0,0,1,75.17,-Cobalamin,4
4-5-24,T0,0,2,66.15,-Cobalamin,4
4-5-24,T0,0,3,73.42,-Cobalamin,4
4-7-24,T1,2,1,62.81,-Cobalamin,4
4-7-24,T1,2,2,57.15,-Cobalamin,4
4-7-24,T1,2,3,63.07,-Cobalamin,4
4-9-24,T2,4,1,70.85,-Cobalamin,4
4-9-24,T2,4,2,62.57,-Cobalamin,4
4-9-24,T2,4,3,79.56,-Cobalamin,4
4-11-24,T3,6,1,70.84,-Cobalamin,4
4-11-24,T3,6,2,70.87,-Cobalamin,4
4-11-24,T3,6,3,81.29,-Cobalamin,4
4-13-24,T4,8,1,85.93,-Cobalamin,4
4-13-24,T4,8,2,72.36,-Cobalamin,4
4-13-24,T4,8,3,74.56,-Cobalamin,4
4-15-24,T5,10,1,75.58,-Cobalamin,4
4-15-24,T5,10,2,58.6,-Cobalamin,4
4-15-24,T5,10,3,67.86,-Cobalamin,4
4-17-24,T6,12,1,71.7,-Cobalamin,4
4-17-24,T6,12,2,64.97,-Cobalamin,4
4-17-24,T6,12,3,79.57,-Cobalamin,4
4-19-24,T7,14,1,94.03,-Cobalamin,4
4-19-24,T7,14,2,51.36,-Cobalamin,4
4-19-24,T7,14,3,77.05,-Cobalamin,4
4-21-24,T8,16,1,62.86,-Cobalamin,4
4-21-24,T8,16,2,78.92,-Cobalamin,4
4-21-24,T8,16,3,90.96,-Cobalamin,4
4-23-24,T9,18,1,69.98,-Cobalamin,4
4-23-24,T9,18,2,81.33,-Cobalamin,4
4-23-24,T9,18,3,78.25,-Cobalamin,4
4-25-24,T10,20,1,79.84,-Cobalamin,4
4-25-24,T10,20,2,78.59,-Cobalamin,4
4-25-24,T10,20,3,77.39,-Cobalamin,4
4-27-24,T11,22,1,64.38,-Cobalamin,4
4-27-24,T11,22,2,56.61,-Cobalamin,4
4-27-24,T11,22,3,76.16,-Cobalamin,4
4-29-24,T12,24,1,70.85,-Cobalamin,4
4-29-24,T12,24,2,75.64,-Cobalamin,4
4-29-24,T12,24,3,70,-Cobalamin,4
5-1-24,T13,26,1,80.91,-Cobalamin,4
5-1-24,T13,26,2,78.13,-Cobalamin,4
5-1-24,T13,26,3,68.72,-Cobalamin,4
4-5-24,T0,0,1,161.92,-Thiamine,4
4-5-24,T0,0,2,76.34,-Thiamine,4
4-5-24,T0,0,3,109.65,-Thiamine,4
4-7-24,T1,2,1,101.02,-Thiamine,4
4-7-24,T1,2,2,82.63,-Thiamine,4
4-7-24,T1,2,3,101.6,-Thiamine,4
4-9-24,T2,4,1,76.77,-Thiamine,4
4-9-24,T2,4,2,70.52,-Thiamine,4
4-9-24,T2,4,3,102.98,-Thiamine,4
4-11-24,T3,6,1,159.24,-Thiamine,4
4-11-24,T3,6,2,104.79,-Thiamine,4
4-11-24,T3,6,3,76.08,-Thiamine,4
4-13-24,T4,8,1,265.9,-Thiamine,4
4-13-24,T4,8,2,116.74,-Thiamine,4
4-13-24,T4,8,3,137.67,-Thiamine,4
4-15-24,T5,10,1,375.69,-Thiamine,4
4-15-24,T5,10,2,153.89,-Thiamine,4
4-15-24,T5,10,3,189.37,-Thiamine,4
4-17-24,T6,12,1,546.3,-Thiamine,4
4-17-24,T6,12,2,434.13,-Thiamine,4
4-17-24,T6,12,3,247.02,-Thiamine,4
4-19-24,T7,14,1,1346.67,-Thiamine,4
4-19-24,T7,14,2,481.66,-Thiamine,4
4-19-24,T7,14,3,448.38,-Thiamine,4
4-21-24,T8,16,1,2322.83,-Thiamine,4
4-21-24,T8,16,2,1027.5,-Thiamine,4
4-21-24,T8,16,3,116.95,-Thiamine,4
4-23-24,T9,18,1,3660.32,-Thiamine,4
4-23-24,T9,18,2,1538.59,-Thiamine,4
4-23-24,T9,18,3,1618.21,-Thiamine,4
4-25-24,T10,20,1,3585.1,-Thiamine,4
4-25-24,T10,20,2,2547.42,-Thiamine,4
4-25-24,T10,20,3,2162.8,-Thiamine,4
4-27-24,T11,22,1,4456.18,-Thiamine,4
4-27-24,T11,22,2,3752.04,-Thiamine,4
4-27-24,T11,22,3,3798.84,-Thiamine,4
4-29-24,T12,24,1,4048.74,-Thiamine,4
4-29-24,T12,24,2,4827.99,-Thiamine,4
4-29-24,T12,24,3,4572.54,-Thiamine,4
5-1-24,T13,26,1,3160.05,-Thiamine,4
5-1-24,T13,26,2,5893.34,-Thiamine,4
5-1-24,T13,26,3,4335.84,-Thiamine,4
